word,kept_reading,segmentation_suggested
人在屋簷下不得不低頭,jan4 zoi6 uk1 jim4 haa6 bat1 dak1 bat1 dai1 tau4,jan4 zoi6 uk1 sim4 haa6 bat1 dak1 bat1 dai1 tau4
人怕囈米怕篩,jan4 paa3 ngai1 mai5 paa3 sai1,jan4 paa3 ngai6 mai5 paa3 sai1
人滿為患,jan4 mun5 wai4 waan6,jan4 mun5 wai6 waan6
人為,jan4 wai4,jan4 wai6
人為刀俎,jan4 wai4 dou1 zo2,jan4 wai6 dou1 zo2
人為土,jan4 wai4 tou2,jan4 wai6 tou2
人老精鬼老靈,jan4 lou5 zeng1 gwai2 lou5 leng4,jan4 lou5 zing1 gwai2 lou5 ling4
人聲,jan4 sing1,jan4 seng1
人要面樹要皮,jan4 jiu3 min2 syu6 jiu3 pei4,jan4 jiu3 min6 syu6 jiu3 pei4
什葉派,sap6 jip6 paai3,zaap6 jip6 paai3
什麼好説,sam6 mo1 hou2 syut3,zaap6 mo1 hou2 syut3
仁立小學,jan4 lap6 siu2 hok6,jan4 laap6 siu2 hok6
仁立紀念小學,jan4 lap6 gei2 nim6 siu2 hok6,jan4 laap6 gei2 nim6 siu2 hok6
今晚打老虎,gam1 maan1 daa2 lou5 fu2,gam1 maan5 daa2 lou5 fu2
仍會,jing4 wui5,jing4 wui6
仔細老婆嫩,zai2 sai3 lou5 po4 nyun6,zi2 sai3 lou5 po4 nyun6
代為,doi6 wai4,doi6 wai6
以人為本,ji5 jan4 wai4 bun2,ji5 jan4 wai6 bun2
以人為鑒,ji5 jan4 wai4 gaam3,ji5 jan4 wai6 gaam3
以和為貴,ji5 wo4 wai4 gwai3,ji5 wo4 wai6 gwai3
以心為心,ji5 sam1 wai4 sam1,ji5 sam1 wai6 sam1
以攻為守,ji5 gung1 wai4 sau2,ji5 gung1 wai6 sau2
以此為,ji5 ci2 wai4,ji5 ci2 wai6
以水為財,ji5 seoi2 wai4 coi4,ji5 seoi2 wai6 coi4
仲會,zung6 wui5,zung6 wui6
任意妄為,jam6 ji3 mong5 wai4,jam6 ji3 mong5 wai6
企嶺,kei5 leng5,kei5 ling5
企嶺下新圍,kei5 leng5 haa6 san1 wai4,kei5 ling5 haa6 san1 wai4
企嶺下海,kei5 leng5 haa6 hoi2,kei5 ling5 haa6 hoi2
企嶺下老圍,kei5 leng5 haa6 lou5 wai4,kei5 ling5 haa6 lou5 wai4
企頭角頂,kei5 tau4 gok3 deng2,kei5 tau4 gok3 ding2
伊利沙伯中學舊生會,ji1 lei6 saa1 baak3 zung1 hok6 gau6 sang1 wui2,ji1 lei6 saa1 baak3 zung1 hok6 gau6 sang1 wui6
伊利沙伯中學舊生會中學,ji1 lei6 saa1 baak3 zung1 hok6 gau6 sang1 wui2 zung1 hok6,ji1 lei6 saa1 baak3 zung1 hok6 gau6 sang1 wui6 zung1 hok6
伊利沙伯中學舊生會小學,ji1 lei6 saa1 baak3 zung1 hok6 gau6 sang1 wui2 siu2 hok6,ji1 lei6 saa1 baak3 zung1 hok6 gau6 sang1 wui6 siu2 hok6
伍少梅,ng5 siu3 mui4,ng5 siu2 mui4
伍少梅中學,ng5 siu3 mui4 zung1 hok6,ng5 siu2 mui4 zung1 hok6
伍華,m5 waa2,ng5 waa4
估唔估到,gu2 m4 gu2 dou2,gu2 m4 gu2 dou3
位元堂,wai6 jyun4 tong2,wai6 jyun4 tong4
佐敦中心,zo3 deon1 zung1 sam1,zo2 deon1 zung1 sam1
佐敦谷北道,zo2 deon1 guk1 bak1 dou6,zo3 deon1 guk1 bak1 dou6
佐敦谷聖若瑟天主教小學,zo2 deon1 guk1 sing3 joek6 sat1 tin1 zyu2 gaau3 siu2 hok6,zo3 deon1 guk1 sing3 joek6 sat1 tin1 zyu2 gaau3 siu2 hok6
佐敦道,zo2 deon1 dou6,zo3 deon1 dou6
佐敦道官立小學,zo2 deon1 dou6 gun1 lap6 siu2 hok6,zo3 deon1 dou6 gun1 laap6 siu2 hok6
佐敦里,zo2 deon1 lei5,zo3 deon1 lei5
佐治城,zo2 zi6 sing4,zo3 zi6 sing4
佐治里,zo2 zi6 lei5,zo3 zi6 lei5
佔為,zim3 wai4,zim3 wai6
佔為己有,zim3 wai4 gei2 jau5,zim3 wai6 gei2 jau5
何文田官立中學,ho4 man4 tin4 gun1 lap6 zung1 hok6,ho4 man4 tin4 gun1 laap6 zung1 hok6
何明華會督,ho4 ming4 waa4 wui2 duk1,ho4 ming4 waa4 wui6 duk1
何明華會督中學,ho4 ming4 waa4 wui2 duk1 zung1 hok6,ho4 ming4 waa4 wui6 duk1 zung1 hok6
何樂而不為,ho4 lok6 ji4 bat1 wai4,ho4 lok6 ji4 bat1 wai6
何為,ho4 wai4,ho4 wai6
何瑋桁,ho4 wai5 hang4,ho4 wai5 haang4
何立峰,ho4 lap6 fung1,ho4 laap6 fung1
何蔭棠中學,ho4 jam1 tong4 zung1 hok6,ho4 jam3 tong4 zung1 hok6
余應彤,jyu4 jing3 tung4,jyu4 jing1 tung4
佛洛斯大道,fat6 lok3 si1 daai6 dou6,fat6 lok6 si1 daai6 dou6
你係咪,nei5 hai6 mai6,nei5 hai6 mi1
你呢個,nei5 ni1 go3,nei5 ne1 go3
你呢啲,nei5 ni1 di1,nei5 ne1 di1
你咪,nei5 mai6,nei5 mi1
你唔會,nei5 m4 wui5,nei5 m4 wui6
你屋企,nei5 uk1 kei5,nei5 uk1 kei2
你揾,nei5 wan2,nei5 wan3
你會,nei5 wui5,nei5 wui6
你會唔會,nei5 wui5 m4 wui5,nei5 wui6 m4 wui6
你睇下,nei5 tai2 haa5,nei5 tai2 haa6
你老母,nei5 lou5 mou5,nei5 lou5 mou2
你聽,nei5 teng1,nei5 ting3
你試下,nei5 si3 haa5,nei5 si3 haa6
你返,nei5 faan1,nei5 faan2
佢係咪,keoi5 hai6 mai6,keoi5 hai6 mi1
佢哋會,keoi5 dei6 wui5,keoi5 dei6 wui6
佢唔會,keoi5 m4 wui5,keoi5 m4 wui6
佢屋企,keoi5 uk1 kei5,keoi5 uk1 kei2
佢成日,keoi5 seng4 jat6,keoi5 sing4 jat6
佢會,keoi5 wui5,keoi5 wui6
佢老母,keoi5 lou5 mou5,keoi5 lou5 mou2
佢返,keoi5 faan1,keoi5 faan2
使唔使,sai2 m4 sai2,si2 m4 sai2
使唔使用,si2 m4 si2 jung6,si2 m4 sai2 jung6
使用説明,sai2 jung6 syut3 ming4,si2 jung6 syut3 ming4
侍衞長,si6 wai6 zoeng2,si6 wai6 zoeng6
供緊樓,gung1 gan2 lau2,gung1 gan2 lau4
便宜説話,pin4 ji4 syut3 waa6,bin6 ji4 syut3 waa6
便會,bin6 wui5,bin6 wui6
係呢個,hai6 ni1 go3,hai6 ne1 go3
係咪你,hai6 mai1 nei5,hai6 mi1 nei5
係咪冇,hai6 mai6 mou5,hai6 mi1 mou5
係咪又,hai6 mai6 jau6,hai6 mi1 jau6
係咪可以,hai6 mai6 ho2 ji5,hai6 mi1 ho2 ji5
係咪得,hai6 mai6 dak1,hai6 mi1 dak1
係咪想,hai6 mai6 soeng2,hai6 mi1 soeng2
係咪應該,hai6 mai6 jing1 goi1,hai6 mi1 jing1 goi1
係咪會,hai6 mai6 wui5,hai6 mi1 wui6
係咪有,hai6 mai6 jau5,hai6 mi1 jau5
係咪真,hai6 mai6 zan1,hai6 mi1 zan1
係咪真係,hai6 mai6 zan1 hai6,hai6 mi1 zan1 hai6
係咪要,hai6 mai6 jiu3,hai6 mi1 jiu3
係咪要同,hai6 mai6 jiu3 dung6,hai6 mi1 jiu3 tung4
係咪都,hai6 mai6 dou1,hai6 mi1 dou1
係唔會,hai6 m4 wui5,hai6 m4 wui6
係好撚,hai6 hou2 lan2,hai6 hou2 nan2
係好正,hai6 hou2 zeng3,hai6 hou2 zing3
係會,hai6 wui5,hai6 wui6
係柒,hai6 cat6,hai6 cat1
係當,hai6 dong1,hai6 dong3
係難,hai6 naan6,hai6 naan4
係驚,hai6 geng1,hai6 ging1
保安及護衞業管理委員會,bou2 on1 kap6 wu6 wai6 jip6 gun2 lei5 wai2 jyun4 wui2,bou2 on1 kap6 wu6 wai6 jip6 gun2 lei5 wai2 jyun4 wui6
保安局,bou2 on1 guk2,bou2 on1 guk6
保温壺,bou2 wan1 wu2,bou2 wan1 wu4
保温材料,bou2 wan1 coi4 liu2,bou2 wan1 coi4 liu6
保監局,bou2 gaam1 guk2,bou2 gaam1 guk6
保良局何鴻燊社區書院,bou2 loeng4 guk2 ho4 hung4 san1 se5 keoi1 syu1 jyun2,bou2 loeng4 guk6 ho4 hung4 san1 se5 keoi1 syu1 jyun2
保良局西區婦女福利會,bou2 loeng4 guk6 sai1 keoi1 fu5 neoi5 fuk1 lei6 wui2,bou2 loeng4 guk6 sai1 keoi1 fu5 neoi5 fuk1 lei6 wui6
保險業監管局,bou2 him2 jip6 gaam1 gun2 guk2,bou2 him2 jip6 gaam1 gun2 guk6
信使核糖核酸,seon3 si3 hat6 tong4 hat6 syun1,seon3 si2 hat6 tong4 hat6 syun1
信保局,seon3 bou2 guk2,seon3 bou2 guk6
信和中心,seon3 wo4 zung1 sam1,seon3 wo2 zung1 sam1
俯卧撐,fu2 ngo6 caang1,fu2 ngo6 caang3
俾㗎,bei2 gaa3,bei2 ga3
俾人使,bei2 jan4 sai2,bei2 jan4 si2
俾位,bei2 wai2,bei2 wai6
俾利事,bei2 lai6 si6,bei2 lei6 si6
俾到,bei2 dou2,bei2 dou3
俾到正,bei2 dou3 zeng1,bei2 dou3 zing3
俾卡,bei2 kaat1,bei2 kaa1
俾水沉死,bei2 seoi2 zam6 sei2,bei2 seoi2 cam4 sei2
俾油,bei2 jau2,bei2 jau4
俾説話聽,bei2 syut3 waa6 teng1,bei2 syut3 waa6 ting3
俾返,bei2 faan1,bei2 faan2
俾返錢,bei2 faan1 cin2,bei2 faan2 cin2
俾面,bei2 min2,bei2 min6
俾鬼責,bei2 gwai2 zaak6,bei2 gwai2 zaak3
倉前嶺,cong1 cin4 leng5,cong1 cin4 ling5
個女,go3 neoi2,go3 neoi5
個女人,go3 neoi5 jan4,go3 neoi5 jan2
個男人,go3 naam4 jan4,go3 naam4 jan2
個社會,go3 se5 wui6,go3 se5 wui2
倒抽一口涼氣,dou3 cau1 jat1 hau2 loeng4 hei3,dou2 cau1 jat1 hau2 loeng4 hei3
倒掛金鈎,dou3 gwaa3 gam1 ngau1,dou2 gwaa3 gam1 ngau1
倒敍,dou3 zeoi6,dou2 zeoi6
倒果為因,dou2 gwo2 wai4 jan1,dou2 gwo2 wai6 jan1
倪嘉雯,ngai4 gaa1 man4,ngai6 gaa1 man4
倪小雁,ngai4 siu2 ngaan6,ngai6 siu2 ngaan6
值唔值錢,zik6 m4 zik6 cin2,zik6 m4 zik6 cin4
假冒偽劣,gaa2 mou6 ngai6 lyut3,gaa2 mou6 ngai6 lyut6
做下,zou6 haa5,zou6 haa6
做下戲,zou6 haa5 hei3,zou6 haa6 hei3
做下樣,zou6 haa5 joeng2,zou6 haa6 joeng6
做乜撚,zou6 mat1 lan2,zou6 mat1 nan2
做返,zou6 faan1,zou6 faan2
偵聽台,zing1 ting1 toi4,zing1 ting3 toi4
偽劣,ngai6 lyut3,ngai6 lyut6
偽劣商品,ngai6 lyut3 soeng1 ban2,ngai6 lyut6 soeng1 ban2
偽朝,ngai6 ciu4,ngai6 ziu1
偽稱,ngai6 cing1,ngai6 cing3
傅自應,fu6 zi6 jing3,fu6 zi6 jing1
傍人門户,bong6 jan4 mun4 wu6,pong4 jan4 mun4 wu6
傍户而立,bong6 wu6 ji4 laap6,pong4 wu6 ji4 laap6
傳為佳話,cyun4 wai4 gaai1 waa2,cyun4 wai6 gaai1 waa6
傾下,king1 haa5,king1 haa6
傾下偈,king1 haa5 gai2,king1 haa6 gai2
僑港伍氏宗親會,kiu4 gong2 ng5 si6 zung1 can1 wui2,kiu4 gong2 ng5 si6 zung1 can1 wui6
僑蔭街,kiu4 jam1 gaai1,kiu4 jam3 gaai1
僱員再培訓局,gu3 jyun4 zoi3 pui4 fan3 guk2,gu3 jyun4 zoi3 pui4 fan3 guk6
優才楊殷有娣書院,jau1 coi4 joeng4 jan1 jau5 tai5 syu1 jyun2,jau1 coi4 joeng4 jan2 jau5 tai5 syu1 jyun2
儲下錢,cou5 haa5 cin2,cyu5 haa6 cin2
儲緊錢,cou5 gan2 cin2,cyu5 gan2 cin2
元嶺,jyun4 leng5,jyun4 ling5
元嶺仔,jyun4 leng5 zai2,jyun4 ling5 zai2
元朗公立中學校友會,jyun4 long5 gung1 lap6 zung1 hok6 haau6 jau5 wui2,jyun4 long5 gung1 laap6 zung1 hok6 haau6 jau5 wui6
元朗公立中學校友會小學,jyun4 long5 gung1 lap6 zung1 hok6 haau6 jau5 wui2 siu2 hok6,jyun4 long5 gung1 laap6 zung1 hok6 haau6 jau5 wui6 siu2 hok6
元朗炮仗坊,jyun4 long5 paau3 zoeng6 fong1,jyun4 long5 paau3 zoeng3 fong1
先上,sin1 soeng5,sin1 soeng6
先下手為強,sin1 haa6 sau2 wai4 koeng4,sin1 haa6 sau2 wai6 koeng4
先入為主,sin1 jap6 wai4 zyu2,sin1 jap6 wai6 zyu2
先會,sin1 wui5,sin1 wui6
先睹為快,sin1 dou2 wai4 faai3,sin1 dou2 wai6 faai3
光捋脱,gwong1 lyut1 tyut1,gwong1 lyut3 tyut3
免税額,min5 seoi3 ngaak2,min5 seoi3 ngaak6
入到,jap6 dou2,jap6 dou3
入土為安,jap6 tou2 wai4 on1,jap6 tou2 wai6 on1
入境事務處,jap6 ging2 si6 mou6 cyu5,jap6 ging2 si6 mou6 cyu3
入境處,jap6 ging2 cyu5,jap6 ging2 cyu3
入返,jap6 faan1,jap6 faan2
全家冚竇,cyun4 gaa1 kam2 dau3,cyun4 gaa1 ham6 dau6
兩三下,loeng5 saam1 haa5,loeng5 saam1 haa6
兩三啤,loeng5 saam1 pe1,loeng5 saam1 pei4
兩三幀,loeng5 saam1 zing1,loeng5 saam1 zing3
兩三打,loeng5 saam1 daa1,loeng5 saam1 daa2
兩三朵,loeng5 saam1 doe2,loeng5 saam1 do2
兩三棵,loeng5 saam1 fo2,loeng5 saam1 po1
兩三泡,loeng5 saam1 paau1,loeng5 saam1 pou5
兩三疊,loeng5 saam1 daap6,loeng5 saam1 dip6
兩三疋,loeng5 saam1 pat1,loeng5 saam1 ngaa5
兩三種,loeng5 saam1 zung2,loeng5 saam1 zung3
兩三粒,loeng5 saam1 nap1,loeng5 saam1 lap1
兩三縷,loeng5 saam1 leoi5,loeng5 saam1 lau5
兩三行,loeng5 saam1 hong4,loeng5 saam1 hong6
兩三載,loeng5 saam1 zoi2,loeng5 saam1 zoi3
兩三間,loeng5 saam1 gaan1,loeng5 saam1 haan4
兩三頂,loeng5 saam1 deng2,loeng5 saam1 ding2
兩位,loeng5 wai2,loeng5 wai6
兩公婆見鬼,loeng4 gung1 po2 gin3 gwai2,loeng5 gung1 po2 gin3 gwai2
兩啤,loeng5 pe1,loeng5 pei4
兩塊田上路,loeng5 faai3 tin4 soeng6 lou6,loeng5 faai3 tin4 soeng5 lou6
兩幀,loeng5 zing1,loeng5 zing3
兩打,loeng5 daa1,loeng5 daa2
兩朵,loeng5 doe2,loeng5 do2
兩棵,loeng5 fo2,loeng5 po1
兩泡,loeng5 paau1,loeng5 pou5
兩疊,loeng5 daap6,loeng5 dip6
兩疋,loeng5 pat1,loeng5 ngaa5
兩百一十九,loeng5 baak3 jat1 sap6 gau2,loeng5 baak3 jat1 sap1 gau1
兩百七十九,loeng5 baak3 cat1 sap6 gau2,loeng5 baak3 cat1 sap1 gau1
兩百二十九,loeng5 baak3 ji6 sap6 gau2,loeng5 baak3 ji6 sap1 gau1
兩百五十九,loeng5 baak3 ng5 sap6 gau2,loeng5 baak3 ng5 sap1 gau1
兩百五十二,loeng5 baak3 ng5 sap6 ji6,loeng5 baak3 m5 sap6 ji6
兩百八十九,loeng5 baak3 baat3 sap6 gau2,loeng5 baak3 baat3 sap1 gau1
兩百六十九,loeng5 baak3 luk6 sap6 gau2,loeng5 baak3 luk6 sap1 gau1
兩百四十九,loeng5 baak3 sei3 sap6 gau2,loeng5 baak3 sei3 sap1 gau1
兩種,loeng5 zung2,loeng5 zung3
兩縷,loeng5 leoi5,loeng5 lau5
兩行,loeng5 hong4,loeng5 hong6
兩載,loeng5 zoi2,loeng5 zoi3
兩間,loeng5 gaan1,loeng5 haan4
兩頂,loeng5 deng2,loeng5 ding2
八下,baat3 haa5,baat3 haa6
八九下,baat3 gau2 haa5,baat3 gau2 haa6
八九啤,baat3 gau2 pe1,baat3 gau2 pei4
八九幀,baat3 gau2 zing1,baat3 gau2 zing3
八九打,baat3 gau2 daa1,baat3 gau2 daa2
八九朵,baat3 gau2 doe2,baat3 gau2 do2
八九棵,baat3 gau2 fo2,baat3 gau2 po1
八九泡,baat3 gau2 paau1,baat3 gau2 pou5
八九疊,baat3 gau2 daap6,baat3 gau2 dip6
八九疋,baat3 gau2 pat1,baat3 gau2 ngaa5
八九種,baat3 gau2 zung2,baat3 gau2 zung3
八九粒,baat3 gau2 nap1,baat3 gau2 lap1
八九縷,baat3 gau2 leoi5,baat3 gau2 lau5
八九行,baat3 gau2 hong4,baat3 gau2 hong6
八九載,baat3 gau2 zoi2,baat3 gau2 zoi3
八九間,baat3 gau2 gaan1,baat3 gau2 haan4
八九頂,baat3 gau2 deng2,baat3 gau2 ding2
八仙嶺,baat3 sin1 leng5,baat3 sin1 ling5
八十九,baat3 sap6 gau2,baat3 sap1 gau1
八十九萬,baat3 sap6 gau2 maan6,baat3 sap1 gau1 maan6
八啤,baat3 pe1,baat3 pei4
八幀,baat3 zing1,baat3 zing3
八打,baat3 daa1,baat3 daa2
八抬大轎,baat3 toi4 daai6 giu2,baat3 toi4 daai6 kiu2
八朵,baat3 doe2,baat3 do2
八棵,baat3 fo2,baat3 po1
八泡,baat3 paau1,baat3 pou5
八疊,baat3 daap6,baat3 dip6
八疋,baat3 pat1,baat3 ngaa5
八百一十九,baat3 baak3 jat1 sap6 gau2,baat3 baak3 jat1 sap1 gau1
八百七十九,baat3 baak3 cat1 sap6 gau2,baat3 baak3 cat1 sap1 gau1
八百二十九,baat3 baak3 ji6 sap6 gau2,baat3 baak3 ji6 sap1 gau1
八百五十九,baat3 baak3 ng5 sap6 gau2,baat3 baak3 ng5 sap1 gau1
八百五十二,baat3 baak3 ng5 sap6 ji6,baat3 baak3 m5 sap6 ji6
八百八十九,baat3 baak3 baat3 sap6 gau2,baat3 baak3 baat3 sap1 gau1
八百六十九,baat3 baak3 luk6 sap6 gau2,baat3 baak3 luk6 sap1 gau1
八百四十九,baat3 baak3 sei3 sap6 gau2,baat3 baak3 sei3 sap1 gau1
八種,baat3 zung2,baat3 zung3
八粒,baat3 nap1,baat3 lap1
八縷,baat3 leoi5,baat3 lau5
八行,baat3 hong4,baat3 hong6
八載,baat3 zoi2,baat3 zoi3
八間,baat3 gaan1,baat3 haan4
八頂,baat3 deng2,baat3 ding2
公務及司法人員薪俸及服務條件諮詢委員會,gung1 mou6 kap6 si1 faat3 jan4 jyun4 san1 fung6 kap6 fuk6 mou6 tiu4 gin6 zi1 seon1 wai2 jyun4 wui2,gung1 mou6 kap6 si1 faat3 jan4 jyun4 san1 fung2 kap6 fuk6 mou6 tiu4 gin2 zi1 seon1 wai2 jyun4 wui6
公務員敍用委員會,gung1 mou6 jyun4 zeoi6 jung6 wai2 jyun4 wui2,gung1 mou6 jyun4 zeoi6 jung6 wai2 jyun4 wui6
公司註冊處,gung1 si1 zyu3 caak3 cyu5,gung1 si1 zyu3 caak3 cyu3
公民教育委員會,gung1 man4 gaau3 juk6 wai2 jyun4 wui2,gung1 man4 gaau3 juk6 wai2 jyun4 wui6
公眾人物,gung1 zung3 jan4 mat2,gung1 zung3 jan4 mat6
公眾號,gung1 zung3 hou4,gung1 zung3 hou6
公眾集會,gung1 zung3 zaap6 wui2,gung1 zung3 zaap6 wui6
六下,luk6 haa5,luk6 haa6
六十九,luk6 sap6 gau2,luk6 sap1 gau1
六十九萬,luk6 sap6 gau2 maan6,luk6 sap1 gau1 maan6
六啤,luk6 pe1,luk6 pei4
六幀,luk6 zing1,luk6 zing3
六打,luk6 daa1,luk6 daa2
六朵,luk6 doe2,luk6 do2
六棵,luk6 fo2,luk6 po1
六泡,luk6 paau1,luk6 pou5
六疊,luk6 daap6,luk6 dip6
六疋,luk6 pat1,luk6 ngaa5
六百一十九,luk6 baak3 jat1 sap6 gau2,luk6 baak3 jat1 sap1 gau1
六百七十九,luk6 baak3 cat1 sap6 gau2,luk6 baak3 cat1 sap1 gau1
六百八十九,luk6 baak3 baat3 sap6 gau2,luk6 baak3 baat3 sap1 gau1
六百六十九,luk6 baak3 luk6 sap6 gau2,luk6 baak3 luk6 sap1 gau1
六百四十九,luk6 baak3 sei3 sap6 gau2,luk6 baak3 sei3 sap1 gau1
六種,luk6 zung2,luk6 zung3
六粒,luk6 nap1,luk6 lap1
六縷,luk6 leoi5,luk6 lau5
六行,luk6 hong4,luk6 hong6
六載,luk6 zoi2,luk6 zoi3
六間,luk6 gaan1,luk6 haan4
六頂,luk6 deng2,luk6 ding2
其實係咪,kei4 sat6 hai6 mai6,kei4 sat6 hai6 mi1
冇人會,mou5 jan4 wui5,mou5 jan4 wui6
冇位,mou4 wai2,mou5 wai6
冇意思,mou5 ji3 si1,mou5 ji3 si3
冇聽過,mou5 teng1 gwo3,mou5 ting3 gwo3
冇興趣,mou5 hing1 ceoi3,mou5 hing3 ceoi3
再上,zoi3 soeng5,zoi3 soeng6
再揾,zoi3 wan2,zoi3 wan3
冚一巴掌,kam2 jat1 baa1 zoeng2,ham6 jat1 baa1 zoeng2
冚住冚住,kam2 zyu6 kam2 zyu6,ham6 zyu6 ham6 zyu6
冚冚埋埋,kam2 kam2 maai4 maai4,ham6 ham6 maai4 maai4
冚國旗,kam2 gwok3 kei4,ham6 gwok3 kei4
冚數,kam2 sou3,ham6 sou3
冚斗,kam2 dau2,ham6 dau2
冚旗,kam2 kei4,ham6 kei4
冚棉胎,kam2 min4 toi1,ham6 min4 toi1
冚檔,kam2 dong3,ham6 dong3
冚牀布,kam2 cong4 bou3,ham6 cong4 bou3
冚蓋,kam2 goi3,ham6 goi3
冚被,kam2 pei5,ham6 bei6
冚陷,kam2 haam6,ham6 ham6
冠冕臺,gun1 min5 toi4,gun3 min5 toi4
冠峰街,gun1 fung1 gaai1,gun3 fung1 gaai1
冠業街,gun1 jip6 gaai1,gun3 jip6 gaai1
冠發街,gun1 faat3 gaai1,gun3 faat3 gaai1
凹下,aau3 haa6,nap1 haa6
凹背塘,aau3 bui3 tong4,nap1 bui3 tong4
凹頭,aau3 tau4,nap1 tau4
出下聲,ceot1 haa5 seng1,ceot1 haa6 sing1
出下街,ceot1 haa5 gaai1,ceot1 haa6 gaai1
出咗名,ceot1 zo2 meng2,ceot1 zo2 ming4
出咗聲,ceot1 zo2 seng1,ceot1 zo2 sing1
出晒名,ceot1 saai3 meng2,ceot1 saai3 ming4
出晒面,ceot1 saai3 min2,ceot1 saai3 min6
出海三分命,ceot1 hoi2 saam1 fan1 meng6,ceot1 hoi2 saam1 fan1 ming6
出生率,ceot1 sang1 leot2,ceot1 sang1 seot1
出返,ceot1 faan1,ceot1 faan2
出過聲,ceot1 gwo3 seng1,ceot1 gwo3 sing1
分享下,fan1 hoeng2 haa5,fan1 hoeng2 haa6
分別為,fan1 bit6 wai4,fan1 bit6 wai6
分別為聖,fan1 bit6 wai4 sing3,fan1 bit6 wai6 sing3
分水凹,fan1 seoi2 aau3,fan1 seoi2 nap1
分流廟灣,fan1 lau4 miu6 waan1,fan1 lau4 miu2 waan1
分流頂,fan1 lau4 deng2,fan1 lau4 ding2
分為,fan1 wai4,fan1 wai6
列為,lit6 wai4,lit6 wai6
初歸心抱落地孩兒,co1 gwai1 san1 pou5 lok6 dei6 haai4 ji4,co1 gwai1 sam1 pou5 lok6 dei6 haai4 ji4
初歸新婦落地孩兒,co1 gwai1 san1 pou5 lok6 dei6 haai4 ji4,co1 gwai1 san1 fu5 lok6 dei6 haai4 ji4
別人食豆卜卜響自己食豆彈崩牙,bit6 jan4 sik6 dau2 bok1 bok1 hoeng2 zi6 gei2 sik6 dau2 daan6 bang1 ngaa4,bit6 jan4 sik6 dau6 buk1 buk1 hoeng2 zi6 gei2 sik6 dau6 taan4 bang1 ngaa4
利園商場,lei6 jyun2 soeng1 coeng4,lei6 jyun4 soeng1 coeng4
利瑪竇,lei6 maa5 dau6,lei6 maa5 dau3
到唔到,dou2 m4 dou2,dou3 m4 dou3
到屋企,dou3 uk1 kei5,dou3 uk1 kei2
制服呢,zai3 fuk6 nei4,zai3 fuk6 ne1
則會,zak1 wui5,zak1 wui6
削職為民,soek3 zik1 wai4 man4,soek3 zik1 wai6 man4
削髮為僧,soek3 faat3 wai4 zang1,soek3 faat3 wai6 zang1
剩係識,sing6 hai6 sik1,zing6 hai6 sik1
創新科技及工業局,cong3 san1 fo1 gei6 kap6 gung1 jip6 guk2,cong3 san1 fo1 gei6 kap6 gung1 jip6 guk6
創科局,cong3 fo1 guk2,cong3 fo1 guk6
剿説,caau1 syut3,ziu2 syut3
劉少奇,lau4 siu3 kei4,lau4 siu2 kei4
劉錫明,lau4 sek3 ming4,lau4 sik3 ming4
力不到不為財,lik6 bat1 dou3 bat1 wai4 coi4,lik6 bat1 dou3 bat1 wai6 coi4
加拿大神召會,gaa1 naa4 daai6 san4 ziu6 wui2,gaa1 naa4 daai6 san4 ziu6 wui6
助人為快樂之本,zo6 jan4 wai4 faai3 lok6 zi1 bun2,zo6 jan4 wai6 faai3 lok6 zi1 bun2
助人為樂,zo6 jan4 wai4 lok6,zo6 jan4 wai6 lok6
助紂為虐,zo6 zau6 wai4 joek6,zo6 zau6 wai6 joek6
勇為,jung5 wai4,jung5 wai6
勉力而為,min5 lik6 ji4 wai4,min5 lik6 ji4 wai6
勉為其難,min5 wai4 kei4 naan4,min5 wai6 kei4 naan4
勘測,ham3 cak1,ham3 caak1
勛績,fan1 zek3,fan1 zik1
勝不驕敗不餒,sing1 bat1 giu1 baai6 bat1 neoi5,sing3 bat1 giu1 baai6 bat1 neoi5
勝者為王敗者為寇,sing3 ze2 wai4 wong4 baai6 ze2 wai4 kau3,sing3 ze2 wai6 wong4 baai6 ze2 wai6 kau3
勞工及福利局,lou4 gung1 kap6 fuk1 lei6 guk2,lou4 gung1 kap6 fuk1 lei6 guk6
勞福局,lou4 fuk1 guk2,lou4 fuk1 guk6
勞資審裁處,lou4 zi1 sam2 coi4 cyu5,lou4 zi1 sam2 coi4 cyu3
勢不可當,sai3 bat1 ho2 dong1,sai3 bat1 ho2 dong3
勵志會,lai6 zi3 wui2,lai6 zi3 wui6
化干戈為玉帛,faa3 gon1 gwo1 wai4 juk6 baak6,faa3 gon1 gwo1 wai6 juk6 baak6
化整為零,faa3 zing2 wai4 ling4,faa3 zing2 wai6 ling4
化敵為友,faa3 dik6 wai4 jau5,faa3 dik6 wai6 jau5
化灰都認到,faa3 fui1 dou1 jing6 dou2,faa3 fui1 dou1 jing6 dou3
化為,faa3 wai4,faa3 wai6
化為泡影,faa3 wai4 paau3 jing2,faa3 wai6 paau3 jing2
化為烏有,faa3 wai4 wu1 jau5,faa3 wai6 wu1 jau5
化粧樓,faa3 zong1 lau2,faa3 zong1 lau4
化粧舞會,faa3 zong1 mou5 wui2,faa3 zong1 mou5 wui6
化粧袋,faa3 zong1 doi2,faa3 zong1 doi6
化繁為簡,faa3 faan4 wai4 gaan2,faa3 faan4 wai6 gaan2
